N_segment,Tseg,Xcoeff,Ycoeff,Zcoeff,Order
2,2.49999999685186,-1,0,1,8
-1,2.49999999685196,0,0,0,-1
-1,-1,0,0,0,-1
-1,-1,0,0,0,-1
-1,-1,0,0,0,-1
-1,-1,0.0537600003403348,0,0,-1
-1,-1,-0.0250880001914099,0,0,-1
-1,-1,0.00307200002752619,0,0,-1
-1,-1,0,0,1,-1
-1,-1,1.05000000132602,0,0,-1
-1,-1,-1.17698618853383e-10,0,0,-1
-1,-1,-0.280000001351107,0,0,-1
-1,-1,9.35630865640032e-11,0,0,-1
-1,-1,0.0806400003527521,0,0,-1
-1,-1,-0.0286720001651622,0,0,-1
-1,-1,0.00307200002162685,0,0,-1
